Sample in Buffer,Sample in Window,TRIGGER,dbg_txdata[31:0],dbg_txdatak[3:0],debug_state[20:0],dbg_rxstatus[2:0],dbg_rxdata[31:0],dbg_rxdatak[3:0],pcie_phy_top_inst/pcie_ltssm_downstream_inst/ordered_set_sent_cnt_r[15:0],pcie_phy_top_inst/pcie_ltssm_downstream_inst/gen_cnt_ts1[0].ts1_cnt[7:0],pcie_phy_top_inst/phy_receive_inst/gen_lane_descramble[0].ordered_set_handler_inst/curr_state[7:0],pipe_wrapper_i/rxvalid_cnt[4:0],dbg_phystatus,dbg_rxelecidle,dbg_txdetectrx,dbg_txelecidle,pipe_wrapper_i/gt_rxvalid,pcie_phy_top_inst/pcie_ltssm_downstream_inst/link_idle_satisfied,link_up,pipe_wrapper_i/rst_idle_reg,pcie_phy_top_inst/pcie_ltssm_downstream_inst/single_idle_received,pcie_phy_top_inst/ordered_set_tranmitted
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
22921,22921,0,0000bacf,0,0000e3,0,00007be4,0,02cc,07,00,10,0,0,0,0,1,0,0,1,1,0
22922,22922,0,000083ec,0,0000e3,0,00006028,0,02cc,07,00,10,0,0,0,0,1,0,0,1,1,0
22923,22923,0,00001fb0,0,0000e3,0,00005cfd,3,02cc,07,00,10,0,0,0,0,1,0,0,1,1,0
22924,22924,0,00001d40,0,0000e3,0,0000457f,0,02cc,07,00,10,0,0,0,0,1,0,0,1,1,0
22925,22925,0,00000fd6,0,0000e3,0,00001aae,0,02cc,07,00,10,0,0,0,0,1,0,0,1,1,0
22926,22926,0,000066af,0,0000e3,0,00009055,0,02cc,07,00,10,0,0,0,0,1,0,0,1,1,0
22927,22927,0,0000b725,0,0000e3,0,00005cfd,3,02cc,07,00,10,0,0,0,0,1,0,0,1,1,1
22928,22928,0,00001f0a,0,0000e3,0,0000258f,0,02cd,07,00,10,0,0,0,0,1,0,0,1,1,0
22929,22929,0,000055e3,0,0000e3,0,0000e348,0,02cd,07,00,10,0,0,0,0,1,0,0,1,1,0
22930,22930,0,000008ae,0,0000e3,0,0000f6de,0,02cd,07,00,10,0,0,0,0,1,0,0,1,1,0
22931,22931,0,00006974,0,0000e3,0,00005cfd,3,02cd,07,00,10,0,0,0,0,1,0,0,1,1,0
22932,22932,0,0000f186,0,0000e3,0,00009d61,0,02cd,07,00,10,0,0,0,0,1,0,0,1,1,0
22933,22933,0,00009722,0,0000e3,0,000072f2,0,02cd,07,00,10,0,0,0,0,1,0,0,1,1,0
22934,22934,0,0000900d,0,0000e3,0,000070c5,0,02cd,07,00,10,0,0,0,0,1,0,0,1,1,0
22935,22935,0,0000af8c,0,0000e3,0,00005cfd,3,02cd,07,00,10,0,0,0,0,1,0,0,1,1,1
22936,22936,0,0000cdf9,0,0000e3,0,00001685,0,02ce,07,00,10,0,0,0,0,1,0,0,1,1,0
22937,22937,0,0000cef6,0,0000e3,0,00009c8b,0,02ce,07,00,10,0,0,0,0,1,0,0,1,1,0
22938,22938,0,00005db0,0,0000e3,0,0000fae7,0,02ce,07,00,10,0,0,0,0,1,0,0,1,1,0
22939,22939,0,0000d130,0,0000e3,0,00005cfd,3,02ce,07,00,10,0,0,0,0,1,0,0,1,1,0
22940,22940,0,0000e08c,0,0000e3,0,0000ba67,0,02ce,07,00,10,0,0,0,0,1,0,0,1,1,0
22941,22941,0,00004d91,0,0000e3,0,0000025c,0,02ce,07,00,10,0,0,0,0,1,0,0,1,1,0
22942,22942,0,00005296,0,0000e3,0,00006af1,0,02ce,07,00,10,0,0,0,0,1,0,0,1,1,0
22943,22943,0,00002779,0,0000e3,0,00005cfd,3,02ce,07,00,10,0,0,0,0,1,0,0,1,1,1
22944,22944,0,000010da,0,0000e3,0,00000cc5,0,02cf,07,00,10,0,0,0,0,1,0,0,1,1,0
22945,22945,0,0000a34a,0,0000e3,0,000054f5,0,02cf,07,00,10,0,0,0,0,1,0,0,1,1,0
22946,22946,0,0000a00d,0,0000e3,0,00007952,0,02cf,07,00,10,0,0,0,0,1,0,0,1,1,0
22947,22947,0,00009b0c,0,0000e3,0,00005cfd,3,02cf,07,00,10,0,0,0,0,1,0,0,1,1,0
22948,22948,0,00005d05,0,0000e3,0,0000b33f,0,02cf,07,00,10,0,0,0,0,1,0,0,1,1,0
22949,22949,0,0000c99d,0,0000e3,0,00002af0,0,02cf,07,00,10,0,0,0,0,1,0,0,1,1,0
22950,22950,0,0000d27b,0,0000e3,0,00005487,0,02cf,07,00,10,0,0,0,0,1,0,0,1,1,0
22951,22951,0,0000c380,0,0000e3,0,00005cfd,3,02cf,07,00,10,0,0,0,0,1,0,0,1,1,1
22952,22952,0,0000b1d4,0,0000e3,0,0000c57b,0,02d0,07,00,10,0,0,0,0,1,0,0,1,1,0
22953,22953,0,0000317d,0,0000e3,0,000066aa,0,02d0,07,00,10,0,0,0,0,1,0,0,1,1,0
22954,22954,0,000065ce,0,0000e3,0,000007f1,0,02d0,07,00,10,0,0,0,0,1,0,0,1,1,0
22955,22955,0,0000b405,0,0000e3,0,00005cfd,3,02d0,07,00,10,0,0,0,0,1,0,0,1,1,0
22956,22956,0,00007465,0,0000e3,0,00005e07,0,02d0,07,00,10,0,0,0,0,1,0,0,1,1,0
22957,22957,0,00005e0c,0,0000e3,0,00000bd5,0,02d0,07,00,10,0,0,0,0,1,0,0,1,1,0
22958,22958,0,0000cadd,0,0000e3,0,0000429d,0,02d0,07,00,10,0,0,0,0,1,0,0,1,1,0
22959,22959,0,0000417d,0,0000e3,0,00005cfd,3,02d0,07,00,10,0,0,0,0,1,0,0,1,1,1
22960,22960,0,00001f4e,0,0000e3,0,0000b92a,0,02d1,07,00,10,0,0,0,0,1,0,0,1,1,0
22961,22961,0,0000e5a9,0,0000e3,0,0000b156,0,02d1,07,00,10,0,0,0,0,1,0,0,1,1,0
22962,22962,0,0000786b,0,0000e3,0,00008932,0,02d1,07,00,10,0,0,0,0,1,0,0,1,1,0
22963,22963,0,00003b23,0,0000e3,0,00005cfd,3,02d1,07,00,10,0,0,0,0,1,0,0,1,1,0
22964,22964,0,00001e2c,0,0000e3,0,0000b712,0,02d1,07,00,10,0,0,0,0,1,0,0,1,1,0
22965,22965,0,00002cfa,0,0000e3,0,0000a63b,0,02d1,07,00,10,0,0,0,0,1,0,0,1,1,0
22966,22966,0,000032cd,0,0000e3,0,0000857f,0,02d1,07,00,10,0,0,0,0,1,0,0,1,1,0
22967,22967,0,0000662e,0,0000e3,0,00005cfd,3,02d1,07,00,10,0,0,0,0,1,0,0,1,1,1
22968,22968,0,00002fb8,0,0000e3,0,000009e1,0,02d2,07,00,10,0,0,0,0,1,0,0,1,1,0
22969,22969,0,0000d1c9,0,0000e3,0,0000590e,0,02d2,07,00,10,0,0,0,0,1,0,0,1,1,0
22970,22970,0,0000b062,0,0000e3,0,000015a6,0,02d2,07,00,10,0,0,0,0,1,0,0,1,1,0
22971,22971,0,000020eb,0,0000e3,0,00005cfd,3,02d2,07,00,10,0,0,0,0,1,0,0,1,1,0
22972,22972,0,0000cfff,0,0000e3,0,0000248f,0,02d2,07,00,10,0,0,0,0,1,0,0,1,1,0
22973,22973,0,0000dc80,0,0000e3,0,0000a270,0,02d2,07,00,10,0,0,0,0,1,0,0,1,1,0
22974,22974,0,00006c3c,0,0000e3,0,000061db,0,02d2,07,00,10,0,0,0,0,1,0,0,1,1,0
22975,22975,0,00001c19,0,0000e3,0,00005cfd,3,02d2,07,00,10,0,0,0,0,1,0,0,1,1,1
22976,22976,0,000016bb,0,0000e3,0,00009aca,0,02d3,07,00,10,0,0,0,0,1,0,0,1,1,0
22977,22977,0,0000e5b2,0,0000e3,0,00000deb,0,02d3,07,00,10,0,0,0,0,1,0,0,1,1,0
22978,22978,0,00000072,0,0000e3,0,0000cc36,0,02d3,07,00,10,0,0,0,0,1,0,0,1,1,0
22979,22979,0,00004078,0,0000e3,0,00005cfd,3,02d3,07,00,10,0,0,0,0,1,0,0,1,1,0
22980,22980,0,00008673,0,0000e3,0,0000a856,0,02d3,07,00,10,0,0,0,0,1,0,0,1,1,0
22981,22981,0,000062e9,0,0000e3,0,0000cb99,0,02d3,07,00,10,0,0,0,0,1,0,0,1,1,0
22982,22982,0,0000738d,0,0000e3,0,0000d8de,0,02d3,07,00,10,0,0,0,0,1,0,0,1,1,0
22983,22983,0,00003958,0,0000e3,0,00005cfd,3,02d3,07,00,10,0,0,0,0,1,0,0,1,1,1
22984,22984,0,00001c2c,0,0000e3,0,0000b7fc,0,02d4,07,00,10,0,0,0,0,1,0,0,1,1,0
22985,22985,0,0000ae8a,0,0000e3,0,000096c1,0,02d4,07,00,10,0,0,0,0,1,0,0,1,1,0
22986,22986,0,00001cc7,0,0000e3,0,0000a912,0,02d4,07,00,10,0,0,0,0,1,0,0,1,1,0
22987,22987,0,00004675,0,0000e3,0,00005cfd,3,02d4,07,00,10,0,0,0,0,1,0,0,1,1,0
22988,22988,0,000020ef,0,0000e3,0,0000e55a,0,02d4,07,00,10,0,0,0,0,1,0,0,1,1,0
22989,22989,0,00002ffb,0,0000e3,0,0000d18c,0,02d4,07,00,10,0,0,0,0,1,0,0,1,1,0
22990,22990,0,0000c984,0,0000e3,0,000050f8,0,02d4,07,00,10,0,0,0,0,1,0,0,1,1,0
22991,22991,0,0000da60,0,0000e3,0,00005cfd,3,02d4,07,00,10,0,0,0,0,1,0,0,1,1,1
22992,22992,0,0000b259,0,0000e3,0,00002010,0,02d5,07,00,10,0,0,0,0,1,0,0,1,1,0
22993,22993,0,000072a5,0,0000e3,0,00009e11,0,02d5,07,00,10,0,0,0,0,1,0,0,1,1,0
22994,22994,0,0000284e,0,0000e3,0,00009813,0,02d5,07,00,10,0,0,0,0,1,0,0,1,1,0
22995,22995,0,00001681,0,0000e3,0,00005cfd,3,02d5,07,00,10,0,0,0,0,1,0,0,1,1,0
22996,22996,0,00000d8d,0,0000e3,0,0000e7e2,0,02d5,07,00,10,0,0,0,0,1,0,0,1,1,0
22997,22997,0,0000cc88,0,0000e3,0,00006b5d,0,02d5,07,00,10,0,0,0,0,1,0,0,1,1,0
22998,22998,0,000087b5,0,0000e3,0,00007308,0,02d5,07,00,10,0,0,0,0,1,0,0,1,1,0
22999,22999,0,00004305,0,0000e3,0,00005cfd,3,02d5,07,00,10,0,0,0,0,1,0,0,1,1,1
23000,23000,0,0000554d,0,0000e3,0,00003ec4,0,02d6,07,00,10,0,0,0,0,1,0,0,1,1,0
23001,23001,0,0000681a,0,0000e3,0,0000da04,0,02d6,07,00,10,0,0,0,0,1,0,0,1,1,0
23002,23002,0,000020d8,0,0000e3,0,0000c2e5,0,02d6,07,00,10,0,0,0,0,1,0,0,1,1,0
23003,23003,0,0000e7c8,0,0000e3,0,00005cfd,3,02d6,07,00,10,0,0,0,0,1,0,0,1,1,0
23004,23004,0,00003a73,0,0000e3,0,00009833,0,02d6,07,00,10,0,0,0,0,1,0,0,1,1,0
23005,23005,0,0000c749,0,0000e3,0,0000df75,0,02d6,07,00,10,0,0,0,0,1,0,0,1,1,0
23006,23006,0,000085ee,0,0000e3,0,00008f46,0,02d6,07,00,10,0,0,0,0,1,0,0,1,1,0
23007,23007,0,0000e922,0,0000e3,0,00005cfd,3,02d6,07,00,10,0,0,0,0,1,0,0,1,1,1
23008,23008,0,000065dd,0,0000e3,0,00005cf8,0,02d7,07,00,10,0,0,0,0,1,0,0,1,1,0
23009,23009,0,00003415,0,0000e3,0,0000494d,0,02d7,07,00,10,0,0,0,0,1,0,0,1,1,0
23010,23010,0,00002076,0,0000e3,0,00001e6b,0,02d7,07,00,10,0,0,0,0,1,0,0,1,1,0
23011,23011,0,0000877c,0,0000e3,0,00005cfd,3,02d7,07,00,10,0,0,0,0,1,0,0,1,1,0
23012,23012,0,000073df,0,0000e3,0,0000b4e4,0,02d7,07,00,10,0,0,0,0,1,0,0,1,1,0
23013,23013,0,0000d107,0,0000e3,0,00006593,0,02d7,07,00,10,0,0,0,0,1,0,0,1,1,0
23014,23014,0,000028bf,0,0000e3,0,00006485,0,02d7,07,00,10,0,0,0,0,1,0,0,1,1,0
23015,23015,0,0000be66,0,0000e3,0,00005cfd,3,02d7,07,00,10,0,0,0,0,1,0,0,1,1,1
23016,23016,0,00004fbf,0,0000e3,0,00005f05,0,02d8,07,00,10,0,0,0,0,1,0,0,1,1,0
23017,23017,0,000010ce,0,0000e3,0,00003aef,0,02d8,07,00,10,0,0,0,0,1,0,0,1,1,0
23018,23018,0,00008b5d,0,0000e3,0,0000df1a,0,02d8,07,00,10,0,0,0,0,1,0,0,1,1,0
23019,23019,0,0000eed9,0,0000e3,0,00005cfd,3,02d8,07,00,10,0,0,0,0,1,0,0,1,1,0
23020,23020,0,00008299,0,0000e3,0,0000e9a1,0,02d8,07,00,10,0,0,0,0,1,0,0,1,1,0
23021,23021,0,0000b6f7,0,0000e3,0,0000fc40,0,02d8,07,00,10,0,0,0,0,1,0,0,1,1,0
23022,23022,0,000016f1,0,0000e3,0,0000d33f,0,02d8,07,00,10,0,0,0,0,1,0,0,1,1,0
23023,23023,0,00003df7,0,0000e3,0,00005cfd,3,02d8,07,00,10,0,0,0,0,1,0,0,1,1,1
23024,23024,0,00004079,0,0000e3,0,0000af3b,0,02d9,07,00,10,0,0,0,0,1,0,0,1,1,0
23025,23025,0,0000be72,0,0000e3,0,0000d454,0,02d9,07,00,10,0,0,0,0,1,0,0,1,1,0
23026,23026,0,000067a8,0,0000e3,0,0000d5e8,0,02d9,07,00,10,0,0,0,0,1,0,0,1,1,0
23027,23027,0,00005e1a,0,0000e3,0,00005cfd,3,02d9,07,00,10,0,0,0,0,1,0,0,1,1,0
23028,23028,0,000092c8,0,0000e3,0,00003270,0,02d9,07,00,10,0,0,0,0,1,0,0,1,1,0
23029,23029,0,0000052b,0,0000e3,0,0000f788,0,02d9,07,00,10,0,0,0,0,1,0,0,1,1,0
23030,23030,0,00005df5,0,0000e3,0,0000116c,0,02d9,07,00,10,0,0,0,0,1,0,0,1,1,0
23031,23031,0,0000597b,0,0000e3,0,00005cfd,3,02d9,07,00,10,0,0,0,0,1,0,0,1,1,1
23032,23032,0,00009508,0,0000e3,0,0000f313,0,02da,07,00,10,0,0,0,0,1,0,0,1,1,0
23033,23033,0,00003251,0,0000e3,0,0000d4da,0,02da,07,00,10,0,0,0,0,1,0,0,1,1,0
23034,23034,0,000016ac,0,0000e3,0,00001d7b,0,02da,07,00,10,0,0,0,0,1,0,0,1,1,0
23035,23035,0,000085a6,0,0000e3,0,00005cfd,3,02da,07,00,10,0,0,0,0,1,0,0,1,1,0
23036,23036,0,00004165,0,0000e3,0,0000563b,0,02da,07,00,10,0,0,0,0,1,0,0,1,1,0
23037,23037,0,00002f54,0,0000e3,0,00007a2c,0,02da,07,00,10,0,0,0,0,1,0,0,1,1,0
23038,23038,0,00009131,0,0000e3,0,000029cb,0,02da,07,00,10,0,0,0,0,1,0,0,1,1,0
23039,23039,0,0000968d,0,0000e3,0,00005cfd,3,02da,07,00,10,0,0,0,0,1,0,0,1,1,1
23040,23040,0,00008980,0,0000e3,0,0000b860,0,02db,07,00,10,0,0,0,0,1,0,0,1,1,0
23041,23041,0,00007464,0,0000e3,0,0000282b,0,02db,07,00,10,0,0,0,0,1,0,0,1,1,0
23042,23042,0,0000660d,0,0000e3,0,00005e3c,0,02db,07,00,10,0,0,0,0,1,0,0,1,1,0
23043,23043,0,0000cf9c,0,0000e3,0,00005cfd,3,02db,07,00,10,0,0,0,0,1,0,0,1,1,0
23044,23044,0,00006cea,0,0000e3,0,00005162,0,02db,07,00,10,0,0,0,0,1,0,0,1,1,0
23045,23045,0,0000b4de,0,0000e3,0,0000e5d1,0,02db,07,00,10,0,0,0,0,1,0,0,1,1,0
23046,23046,0,0000fcae,0,0000e3,0,0000d8c9,0,02db,07,00,10,0,0,0,0,1,0,0,1,1,0
23047,23047,0,00008b14,0,0000e3,0,00005cfd,3,02db,07,00,10,0,0,0,0,1,0,0,1,1,1
23048,23048,0,00007e9f,0,0000e3,0,0000f6eb,0,02dc,07,00,10,0,0,0,0,1,0,0,1,1,0
23049,23049,0,0000cd51,0,0000e3,0,0000f9ed,0,02dc,07,00,10,0,0,0,0,1,0,0,1,1,0
23050,23050,0,00003e44,0,0000e3,0,0000be50,0,02dc,07,00,10,0,0,0,0,1,0,0,1,1,0
23051,23051,0,00000b9a,0,0000e3,0,00005cfd,3,02dc,07,00,10,0,0,0,0,1,0,0,1,1,0
23052,23052,0,00002a0c,0,0000e3,0,00001f57,0,02dc,07,00,10,0,0,0,0,1,0,0,1,1,0
23053,23053,0,0000b4bd,0,0000e3,0,00009cb0,0,02dc,07,00,10,0,0,0,0,1,0,0,1,1,0
23054,23054,0,00004cc4,0,0000e3,0,00002ad9,0,02dc,07,00,10,0,0,0,0,1,0,0,1,1,0
23055,23055,0,000053f6,0,0000e3,0,00005cfd,3,02dc,07,00,10,0,0,0,0,1,0,0,1,1,1
23056,23056,0,00009e28,0,0000e3,0,0000503d,0,02dd,07,00,10,0,0,0,0,1,0,0,1,1,0
23057,23057,0,000050fe,0,0000e3,0,00006cba,0,02dd,07,00,10,0,0,0,0,1,0,0,1,1,0
23058,23058,0,0000a569,0,0000e3,0,00004452,0,02dd,07,00,10,0,0,0,0,1,0,0,1,1,0
23059,23059,0,0000c6b9,0,0000e3,0,00005cfd,3,02dd,07,00,10,0,0,0,0,1,0,0,1,1,0
23060,23060,0,00005430,0,0000e3,0,000050f9,0,02dd,07,00,10,0,0,0,0,1,0,0,1,1,0
23061,23061,0,00003954,0,0000e3,0,00007c6c,0,02dd,07,00,10,0,0,0,0,1,0,0,1,1,0
23062,23062,0,00000421,0,0000e3,0,0000ff15,0,02dd,07,00,10,0,0,0,0,1,0,0,1,1,0
23063,23063,0,000094c6,0,0000e3,0,00005cfd,3,02dd,07,00,10,0,0,0,0,1,0,0,1,1,1
23064,23064,0,0000ebb4,0,0000e3,0,00003c86,0,02de,07,00,10,0,0,0,0,1,0,0,1,1,0
23065,23065,0,00001f24,0,0000e3,0,00007838,0,02de,07,00,10,0,0,0,0,1,0,0,1,1,0
23066,23066,0,000095cb,0,0000e3,0,000083ac,0,02de,07,00,10,0,0,0,0,1,0,0,1,1,0
23067,23067,0,00008a80,0,0000e3,0,00005cfd,3,02de,07,00,10,0,0,0,0,1,0,0,1,1,0
23068,23068,0,0000b72c,0,0000e3,0,000081ae,0,02de,07,00,10,0,0,0,0,1,0,0,1,1,0
23069,23069,0,0000df02,0,0000e3,0,0000cc8e,0,02de,07,00,10,0,0,0,0,1,0,0,1,1,0
23070,23070,0,00007fea,0,0000e3,0,00007f62,0,02de,07,00,10,0,0,0,0,1,0,0,1,1,0
23071,23071,0,00006416,0,0000e3,0,00005cfd,3,02de,07,00,10,0,0,0,0,1,0,0,1,1,1
23072,23072,0,000035f5,0,0000e3,0,00002810,0,02df,07,00,10,0,0,0,0,1,0,0,1,1,0
23073,23073,0,000039bb,0,0000e3,0,000097d1,0,02df,07,00,10,0,0,0,0,1,0,0,1,1,0
23074,23074,0,00000cda,0,0000e3,0,00002039,0,02df,07,00,10,0,0,0,0,1,0,0,1,1,0
23075,23075,0,0000bdea,0,0000e3,0,00005cfd,3,02df,07,00,10,0,0,0,0,1,0,0,1,1,0
23076,23076,0,00003466,0,0000e3,0,0000dabe,0,02df,07,00,10,0,0,0,0,1,0,0,1,1,0
23077,23077,0,0000580f,0,0000e3,0,00009395,0,02df,07,00,10,0,0,0,0,1,0,0,1,1,0
23078,23078,0,0000044e,0,0000e3,0,00009493,0,02df,07,00,10,0,0,0,0,1,0,0,1,1,0
23079,23079,0,00003ca1,0,0000e3,0,00005cfd,3,02df,07,00,10,0,0,0,0,1,0,0,1,1,1
23080,23080,0,0000091a,0,0000e3,0,0000c85f,0,02e0,07,00,10,0,0,0,0,1,0,0,1,1,0
23081,23081,0,000008e0,0,0000e3,0,00006291,0,02e0,07,00,10,0,0,0,0,1,0,0,1,1,0
23082,23082,0,00005135,0,0000e3,0,0000d32f,0,02e0,07,00,10,0,0,0,0,1,0,0,1,1,0
23083,23083,0,0000a489,0,0000e3,0,00005cfd,3,02e0,07,00,10,0,0,0,0,1,0,0,1,1,0
23084,23084,0,0000df74,0,0000e3,0,0000f4eb,0,02e0,07,00,10,0,0,0,0,1,0,0,1,1,0
23085,23085,0,0000df96,0,0000e3,0,00007b9d,0,02e0,07,00,10,0,0,0,0,1,0,0,1,1,0
23086,23086,0,0000f761,0,0000e3,0,0000905a,0,02e0,07,00,10,0,0,0,0,1,0,0,1,1,0
23087,23087,0,0000e140,0,0000e3,0,00005cfd,3,02e0,07,00,10,0,0,0,0,1,0,0,1,1,1
23088,23088,0,0000e476,0,0000e3,0,00001000,0,02e1,07,00,10,0,0,0,0,1,0,0,1,1,0
23089,23089,0,0000519c,0,0000e3,0,00006282,0,02e1,07,00,10,0,0,0,0,1,0,0,1,1,0
23090,23090,0,00006c3a,0,0000e3,0,0000533f,0,02e1,07,00,10,0,0,0,0,1,0,0,1,1,0
23091,23091,0,00008c1f,0,0000e3,0,00005cfd,3,02e1,07,00,10,0,0,0,0,1,0,0,1,1,0
23092,23092,0,0000093d,0,0000e3,0,00002d9b,0,02e1,07,00,10,0,0,0,0,1,0,0,1,1,0
23093,23093,0,000008c0,0,0000e3,0,0000c29f,0,02e1,07,00,10,0,0,0,0,1,0,0,1,1,0
23094,23094,0,0000f912,0,0000e3,0,00000020,0,02e1,07,00,10,0,0,0,0,1,0,0,1,1,0
23095,23095,0,00001669,0,0000e3,0,00005cfd,3,02e1,07,00,10,0,0,0,0,1,0,0,1,1,1
23096,23096,0,0000ad71,0,0000e3,0,00004bcf,0,02e2,07,00,10,0,0,0,0,1,0,0,1,1,0
23097,23097,0,0000ff63,0,0000e3,0,00005556,0,02e2,07,00,10,0,0,0,0,1,0,0,1,1,0
23098,23098,0,00009882,0,0000e3,0,000078d2,0,02e2,07,00,10,0,0,0,0,1,0,0,1,1,0
23099,23099,0,000056de,0,0000e3,0,00005cfd,3,02e2,07,00,10,0,0,0,0,1,0,0,1,1,0
23100,23100,0,00008bde,0,0000e3,0,0000efb8,0,02e2,07,00,10,0,0,0,0,1,0,0,1,1,0
23101,23101,0,00000646,0,0000e3,0,000072cb,0,02e2,07,00,10,0,0,0,0,1,0,0,1,1,0
23102,23102,0,000046d8,0,0000e3,0,0000d0f9,0,02e2,07,00,10,0,0,0,0,1,0,0,1,1,0
23103,23103,0,00000858,0,0000e3,0,00005cfd,3,02e2,07,00,10,0,0,0,0,1,0,0,1,1,1
23104,23104,0,00006994,0,0000e3,0,0000a7f1,0,02e3,07,00,10,0,0,0,0,1,0,0,1,1,0
23105,23105,0,0000a973,0,0000e3,0,0000a54d,0,02e3,07,00,10,0,0,0,0,1,0,0,1,1,0
23106,23106,0,00008b81,0,0000e3,0,0000e64b,0,02e3,07,00,10,0,0,0,0,1,0,0,1,1,0
23107,23107,0,0000ce15,0,0000e3,0,00005cfd,3,02e3,07,00,10,0,0,0,0,1,0,0,1,1,0
23108,23108,0,00004d46,0,0000e3,0,00006d22,0,02e3,07,00,10,0,0,0,0,1,0,0,1,1,0
23109,23109,0,0000c250,0,0000e3,0,00008c3f,0,02e3,07,00,10,0,0,0,0,1,0,0,1,1,0
23110,23110,0,0000c82d,0,0000e3,0,0000c9cb,0,02e3,07,00,10,0,0,0,0,1,0,0,1,1,0
23111,23111,0,000053eb,0,0000e3,0,00005cfd,3,02e3,07,00,10,0,0,0,0,1,0,0,1,1,1
23112,23112,0,00007637,0,0000e3,0,00001b38,0,02e4,07,00,10,0,0,0,0,1,0,0,1,1,0
23113,23113,0,00003423,0,0000e3,0,00003037,0,02e4,07,00,10,0,0,0,0,1,0,0,1,1,0
23114,23114,0,0000d044,0,0000e3,0,00009462,0,02e4,07,00,10,0,0,0,0,1,0,0,1,1,0
23115,23115,0,000071ca,0,0000e3,0,00005cfd,3,02e4,07,00,10,0,0,0,0,1,0,0,1,1,0
23116,23116,0,00004361,0,0000e3,0,00008a6d,0,02e4,07,00,10,0,0,0,0,1,0,0,1,1,0
23117,23117,0,00004d20,0,0000e3,0,0000bed7,0,02e4,07,00,10,0,0,0,0,1,0,0,1,1,0
23118,23118,0,0000aa3f,0,0000e3,0,0000dfc7,0,02e4,07,00,10,0,0,0,0,1,0,0,1,1,0
23119,23119,0,0000008a,0,0000e3,0,00005cfd,3,02e4,07,00,10,0,0,0,0,1,0,0,1,1,1
23120,23120,0,00002897,0,0000e3,0,0000233f,0,02e5,07,00,10,0,0,0,0,1,0,0,1,1,0
23121,23121,0,0000ee48,0,0000e3,0,0000a570,0,02e5,07,00,10,0,0,0,0,1,0,0,1,1,0
23122,23122,0,0000d217,0,0000e3,0,0000a673,0,02e5,07,00,10,0,0,0,0,1,0,0,1,1,0
23123,23123,0,000023e4,0,0000e3,0,00005cfd,3,02e5,07,00,10,0,0,0,0,1,0,0,1,1,0
23124,23124,0,00005cb9,0,0000e3,0,00006a0a,0,02e5,07,00,10,0,0,0,0,1,0,0,1,1,0
23125,23125,0,00005000,0,0000e3,0,00001bb9,0,02e5,07,00,10,0,0,0,0,1,0,0,1,1,0
23126,23126,0,00005d80,0,0000e3,0,0000b179,0,02e5,07,00,10,0,0,0,0,1,0,0,1,1,0
23127,23127,0,0000b104,0,0000e3,0,00005cfd,3,02e5,07,00,10,0,0,0,0,1,0,0,1,1,1
23128,23128,0,000009bc,0,0000e3,0,0000da8e,0,02e6,07,00,10,0,0,0,0,1,0,0,1,1,0
23129,23129,0,0000905d,0,0000e3,0,0000f3a1,0,02e6,07,00,10,0,0,0,0,1,0,0,1,1,0
23130,23130,0,000037d1,0,0000e3,0,00007da3,0,02e6,07,00,10,0,0,0,0,1,0,0,1,1,0
23131,23131,0,0000f3e8,0,0000e3,0,00005cfd,3,02e6,07,00,10,0,0,0,0,1,0,0,1,1,0
23132,23132,0,00008534,0,0000e3,0,0000ad18,0,02e6,07,00,10,0,0,0,0,1,0,0,1,1,0
23133,23133,0,000059e8,0,0000e3,0,0000b600,0,02e6,07,00,10,0,0,0,0,1,0,0,1,1,0
23134,23134,0,0000b584,0,0000e3,0,000046c1,0,02e6,07,00,10,0,0,0,0,1,0,0,1,1,0
23135,23135,0,0000adc0,0,0000e3,0,00005cfd,3,02e6,07,00,10,0,0,0,0,1,0,0,1,1,1
23136,23136,0,000007ca,0,0000e3,0,0000e162,0,02e7,07,00,10,0,0,0,0,1,0,0,1,1,0
23137,23137,0,0000bf71,0,0000e3,0,00004d51,0,02e7,07,00,10,0,0,0,0,1,0,0,1,1,0
23138,23138,0,00006e93,0,0000e3,0,0000ca95,0,02e7,07,00,10,0,0,0,0,1,0,0,1,1,0
23139,23139,0,0000c6dc,0,0000e3,0,00005cfd,3,02e7,07,00,10,0,0,0,0,1,0,0,1,1,0
23140,23140,0,0000745c,0,0000e3,0,0000ace8,0,02e7,07,00,10,0,0,0,0,1,0,0,1,1,0
23141,23141,0,0000fe30,0,0000e3,0,000067de,0,02e7,07,00,10,0,0,0,0,1,0,0,1,1,0
23142,23142,0,000009e4,0,0000e3,0,000096b7,0,02e7,07,00,10,0,0,0,0,1,0,0,1,1,0
23143,23143,0,0000f009,0,0000e3,0,00005cfd,3,02e7,07,00,10,0,0,0,0,1,0,0,1,1,1
23144,23144,0,00002688,0,0000e3,0,000041b1,0,02e8,07,00,10,0,0,0,0,1,0,0,1,1,0
23145,23145,0,0000f905,0,0000e3,0,00008693,0,02e8,07,00,10,0,0,0,0,1,0,0,1,1,0
